Mod:Item:MetaData, Localized Name
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
wft:wft, Wireless Fluid Terminal
wft:wft_creative, Creative Wireless Fluid Terminal
wit:wit, Wireless Interface Terminal
wit:wit_creative, Creative Wireless Interface Terminal
xlfoodmod:rock_salt, Rock Salt
xlfoodmod:grass, Grass
xlfoodmod:vanilla_flower, Vanilla Flower
xlfoodmod:rice_plant, Rice Plant
xlfoodmod:pepper_plant, Pepper Plant
xlfoodmod:corn_plant, Corn Plant
xlfoodmod:cucumber_plant, Cucumber Plant
xlfoodmod:lettuce_plant, Lettuce Plant
xlfoodmod:onion_plant, Onion Plant
xlfoodmod:tomato_plant, Tomato Plant
xlfoodmod:strawberry_plant, Strawberry Plant
xlfoodmod:chocolate_cake, Chocolate Cake
xlfoodmod:oreo_cake, Oreo Cake
xlfoodmod:cheese_cake, Cheese Cake
xlfoodmod:nether_cake, Nether Cake
xlfoodmod:strawberry_cake, Strawberry Cake
xlfoodmod:pumpkin_cake, Pumpkin Cake
xlfoodmod:pizza, Pizza
xlfoodmod:rice_seeds, Rice Seeds
xlfoodmod:rice, Rice
xlfoodmod:butter_rice, Butter Rice
xlfoodmod:fried_rice, Fried Rice
xlfoodmod:pepper_seeds, Pepper Seeds
xlfoodmod:pepper, Pepper
xlfoodmod:corn_seeds, Corn Seeds
xlfoodmod:raw_corn, Raw Corn
xlfoodmod:corn, Corn
xlfoodmod:cucumber_seeds, Cucumber Seeds
xlfoodmod:cucumber, Cucumber
xlfoodmod:lettuce_seeds, Lettuce Seeds
xlfoodmod:lettuce, Lettuce
xlfoodmod:onion, Onion
xlfoodmod:tomato_seeds, Tomato Seeds
xlfoodmod:tomato, Tomato
xlfoodmod:strawberry_seeds, Strawberry Seeds
xlfoodmod:strawberry, Strawberry
xlfoodmod:salt, Salt
xlfoodmod:dough, Dough
xlfoodmod:cooked_dough, Cooked Dough
xlfoodmod:crouton, Crouton
xlfoodmod:butter, Butter
xlfoodmod:cheese, Cheese
xlfoodmod:cheese_puff, Cheese Puff
xlfoodmod:chips, Chips
xlfoodmod:salty_chips, Salty Chips
xlfoodmod:spicy_chips, Spicy Chips
xlfoodmod:onion_rings, Onion Rings
xlfoodmod:cheesy_bread, Cheesy Bread
xlfoodmod:potato_bread, Potato Bread
xlfoodmod:corn_bread, Corn Bread
xlfoodmod:rice_bread, Rice Bread
xlfoodmod:baguette, Baguette
xlfoodmod:fried_egg, Fried Egg
xlfoodmod:pancake, Pancake
xlfoodmod:waffle, Waffle
xlfoodmod:macaroni_and_cheese, Macaroni and Cheese
xlfoodmod:spaghetti, Spaghetti
xlfoodmod:enchilada, Enchilada
xlfoodmod:lasagne, Lasagne
xlfoodmod:jambon_beurre, Jambon-Beurre
xlfoodmod:flesh, Flesh
xlfoodmod:ham, Ham
xlfoodmod:sausage, Sausage
xlfoodmod:bacon, Bacon
xlfoodmod:beef_jerky, Beef Jerky
xlfoodmod:ground_beef, Ground Beef
xlfoodmod:raw_chicken_wing, Raw Chicken Wing
xlfoodmod:cooked_chicken_wing, Cooked Chicken Wing
xlfoodmod:spicy_chicken_wing, Spicy Chicken Wing
xlfoodmod:bucket_of_fried_chicken, Bucket of Fried Chicken
xlfoodmod:top_bun, Top Bun
xlfoodmod:bottom_bun, Bottom Bun
xlfoodmod:hamburger, Hamburger
xlfoodmod:chickenburger, Chickenburger
xlfoodmod:cheeseburger, Cheeseburger
xlfoodmod:hot_dog, Hot Dog
xlfoodmod:sausage_roll, Sausage Roll
xlfoodmod:slice_of_pizza, Slice of Pizza
xlfoodmod:tortilla, Tortilla
xlfoodmod:taco, Taco
xlfoodmod:burrito, Burrito
xlfoodmod:kebab, Kebab
xlfoodmod:chicken_sandwich, Chicken Sandwich
xlfoodmod:blt_sandwich, BLT Sandwich
xlfoodmod:breakfast_sandwich, Breakfast Sandwich
xlfoodmod:grilled_cheese_sandwich, Grilled Cheese Sandwich
xlfoodmod:icecream_sandwich, Ice Cream Sandwich
xlfoodmod:bowl, Bowl
xlfoodmod:garden_salad, Garden Salad
xlfoodmod:chicken_salad, Chicken Salad
xlfoodmod:caesar_salad, Caesar Salad
xlfoodmod:onion_salad, Onion Salad
xlfoodmod:taco_salad, Taco Salad
xlfoodmod:cucumber_soup, Cucumber Soup
xlfoodmod:tomato_soup, Tomato Soup
xlfoodmod:vegetable_soup, Vegetable Soup
xlfoodmod:chicken_soup, Chicken Soup
xlfoodmod:beef_stew, Beef Stew
xlfoodmod:pumpkin_stew, Pumpkin Stew
xlfoodmod:caramel_apple, Caramel Apple
xlfoodmod:marshmallow, Marshmallow
xlfoodmod:roasted_marshmallow, Roasted Marshmallow
xlfoodmod:oreo_cookie, Oreo Cookie
xlfoodmod:twinkie, Twinkie
xlfoodmod:brownie, Brownie
xlfoodmod:bourbon_biscuit, Bourbon Biscuit
xlfoodmod:chocolate, Chocolate
xlfoodmod:chocolate_icecream_ball, Chocolate Ice Cream Ball
xlfoodmod:vanilla_icecream_ball, Vanilla Ice Cream Ball
xlfoodmod:strawberry_icecream_ball, Strawberry Ice Cream Ball
xlfoodmod:icecream_cone, Ice Cream Cone
xlfoodmod:chocolate_icecream, Chocolate Ice Cream
xlfoodmod:vanilla_icecream, Vanilla Ice Cream
xlfoodmod:strawberry_icecream, Strawberry Ice Cream
xlfoodmod:crescent_roll, Crescent Roll
xlfoodmod:donut, Donut
xlfoodmod:sugar_donut, Sugar Donut
xlfoodmod:chocolate_donut, Chocolate Donut
xlfoodmod:vanilla_donut, Vanilla Donut
xlfoodmod:paper_cup, Paper Cup
xlfoodmod:vanilla_cupcake, Vanilla Cupcake
xlfoodmod:chocolate_cupcake, Chocolate Cupcake
xlfoodmod:oreo_cupcake, Oreo Cupcake
xlfoodmod:strawberry_cupcake, Strawberry Cupcake
xlfoodmod:pie_shell, Pie Shell
xlfoodmod:apple_pie, Apple Pie
xlfoodmod:golden_apple_pie, Golden Apple Pie
xlfoodmod:cheese_pie, Cheese Pie
xlfoodmod:chicken_pot_pie, Chicken Pot Pie
xlfoodmod:chocolate_pie, Chocolate Pie
xlfoodmod:bacon_pie, Bacon Pie
xlfoodmod:fish_pie, Fish Pie
xlfoodmod:strawberry_pie, Strawberry Pie
xlfoodmod:tomato_sauce, Tomato Sauce
xlfoodmod:hot_sauce, Hot Sauce
xlfoodmod:chocolate_syrup, Chocolate Syrup
xlfoodmod:vanilla_extract, Vanilla Extract
xlfoodmod:vanilla_cream, Vanilla Cream
xlfoodmod:empty_can, Empty Can
xlfoodmod:speedy_energy_drink, Speedy Energy Drink
xlfoodmod:healthy_energy_drink, Healthy Energy Drink
xlfoodmod:stealthy_energy_drink, Stealthy Energy Drink
xlfoodmod:strong_energy_drink, Strong Energy Drink
xlfoodmod:deadly_energy_drink, Deadly Energy Drink
xlfoodmod:super_energy_drink, Super Energy Drink
xlfoodmod:glass_mug, Glass Mug
xlfoodmod:beer, Beer
xlfoodmod:coffee_cup, Coffee Cup
xlfoodmod:coffee, Coffee
xlfoodmod:cappuccino, Cappuccino
quarryplus:quarryplus, Old Quarry Plus
quarryplus:pumpplus, Pump Plus
quarryplus:markerplus, Marker Plus
quarryplus:enchantmover, EnchantMover
quarryplus:miningwellplus, MiningWell Plus
quarryplus:placerplus, Placer Plus
quarryplus:breakerplus, Breaker Plus
quarryplus:plainpipe, MiningWellPlusPipe
quarryplus:quarryframe, QuarryPlus Frame
quarryplus:workbenchplus, Workbench Plus
quarryplus:spawnercontroller, Spawner Controller
quarryplus:laserplus, Laser Plus
quarryplus:refineryplus, Refinery Plus
quarryplus:chunkdestroyer, Chunk Destroyer
quarryplus:standalonepump, Advanced Pump
quarryplus:enchantmoverfrombook, Book EnchantMover
quarryplus:exppump, Experience Pump for Quarry
quarryplus:solidquarry, Solid Fuel Quarry
quarryplus:dummyblock, Dummy Block
quarryplus:quarryreplacer, Quarry Replacer
quarryplus:quarry, Quarry Plus
quarryplus:filler, Filler
quarryplus:tool:0, StatusChecker
quarryplus:tool:1, ListEditor
quarryplus:tool:2, LiquidSelector
quarryplus:tool:3, Quarry Y Setter
quarryplus:quarry_pickaxe, item.quarry_pickaxe.name
quarryplus:magicmirror:0, MagicMirror
quarryplus:magicmirror:1, DimensionalMirror
quarryplus:magicmirror:2, OverworldMirror
quarryplus:quarrydebug, QuarryPlus Debug Item
quarryplus:template, List Template
quarryplus:pump_module, Quarry Pump Module
quarryplus:exppump_module, Quarry Exp Collect Module
quarryplus:replacer_module, Quarry Replacing Module
quarryplus:torch_module, Quarry Torch Module
quarryplus:fuel_module_normal, Quarry Fuel Module
quarryplus:fuel_module_creative, Quarry Creative Energy Module
byg:cherryleavespink, Pink Cherry Leaves
byg:cherryleaveswhite, White Cherry Leaves
byg:cherrylog, Cherry Log
byg:cherryplanks, Cherry Planks
byg:cikaleaves, Cika Leaves
byg:cikalog, Cika Log
byg:cikaplanks, Cika Planks
byg:enchantedleavesblue, Blue Enchanted Leaves
byg:enchantedleavespink, Pink Enchanted Leaves
byg:enchantedleavespurple, Purple Enchanted Leaves
byg:enchantedlog, Blue Enchanted Log
byg:enchantedplanks, Blue Enchanted Planks
byg:greatoakleaves, Great Oak Leaves
byg:greatoaklog, Great Oak Log
byg:greatoakplanks, Great Oak Planks
byg:jacarandaleaves, Jacaranda Leaves
byg:jacarandalog, Jacaranda Log
byg:jacarandaplanks, Jacaranda Planks
byg:mangroveleaves, Mangrove Leaves
byg:mangrovelog, Mangrove Log
byg:mangroveplanks, Mangrove Planks
byg:mapleleavesred, Red Maple Leaves
byg:mapleleavessilver, Silver Maple Leaves
byg:maplelog, Maple Log
byg:mapleplanks, Maple Planks
byg:frozenoakleaves, Frozen Oak Leaves
byg:frozenoaklog, Frozen Oak Log
byg:frozenoakplanks, Frozen Oak Planks
byg:oakleavesdrybrown, Dry Brown Oak Leaves
byg:oakleavesdrygreen, Green Dry Oak Leaves
byg:oakleavesorange, Orange Oak Leaves
byg:oakleavesred, Red Oak Leaves
byg:orchardleaves, Orchard Leaves
byg:orchardleavesapple, Apple Orchard Leaves
byg:orchardleavesflowering, Flowering Orchard Leaves
byg:paloverdeleaves, Palo Verde Leaves
byg:paloverdeleavesflowering, Flowering Palo Verde Leaves
byg:paloverdelog, Palo Verde Log
byg:pineleaves, Pine Leaves
byg:pinelog, Pine Log
byg:pineplanks, Pine Planks
byg:skyrisleaves, Skyris Leaves
byg:skyrisleavesgreenapple, Green Apple Skyris Leaves
byg:skyrislog, Skyris Log
byg:skyrisplanks, Skyris Planks
byg:sonorancactus, Sonoran Cactus
byg:sonorancactusflowering, Flowering Sonoran Cactus
byg:spruceleavesblue, Blue Spruce Leaves
byg:spruceleavesorange, Orange Spruce Leaves
byg:spruceleavesred, Red Spruce Leaves
byg:spruceleavesyellow, Yellow Spruce Leaves
byg:stellataleavespink, Pink Stellata Leaves
byg:stellataleaveswhite, Stellata Leaves White
byg:willowleaves, Willow Leaves
byg:willowlog, Willow Log
byg:willowplanks, Willow Planks
byg:birchleavesyellow, Yellow Birch Leaves
byg:zelkovaleaves, Zelkova Leaves
byg:zelkovalog, Zelkova Log
byg:zelkovaplanks, Zelkova Planks
byg:glowshroomblockblue, Blue Glowshroom Block
byg:glowshroomblockpurple, Purple Glowshroom Block
byg:glowshroomstemyellow, Yellow Glowshroom Stem
byg:meadowgrass, Meadow Grass Block
byg:meadowdirt, Meadow Dirt Block
byg:pasturegrass, Pasture Grass Block
byg:pasturdirt, Pasture Dirt Block
byg:peatgrass, Peat Grass Block
byg:peatdirt, Peat Dirt Block
byg:mudblock, Mud Block
byg:mudbricks, Mud Bricks
byg:mudballs, Mud Ball
byg:whitesand, White Sand
byg:pinkallium, Pink Allium
byg:redcornflower, Red Cornflower
byg:sacreddatura, Sacred Datura
byg:firecracker, Firecracker
byg:kovan, Kovan
byg:orangedaisy, Orange Daisy
byg:pinkorchid, Pink Orchid
byg:californiapoppy, California Poppy
byg:purpleorchid, Purple Orchid
byg:redorchid, Red Orchid
byg:cyanrose, Cyan Rose
byg:rose, Rose
byg:cyantulip, Cyan Tulip
byg:greentuilp, Green Tulip
byg:magentatulip, Magenta Tulip
byg:purpletulip, Purple Tulip
byg:yellowtulip, Yellow Tulip
byg:tinylilypad, Tiny Lily Pad
byg:leafpile, Leaf Pile
byg:leafpiledead, Dead Leaf Pile
byg:deadgrass, Dead Grass
byg:glowcaneblockblue, Blue Glowcane Block
byg:glowcaneblockred, Red Glowcane Block
byg:glowcaneblue, Blue Glowcane
byg:glowcanered, Red Glowcane
byg:glowcanedustred, Red Glowcane Dust
byg:glowcanedustblue, Blue Glowcane Dust
byg:blueberrybush, Blueberry Bush
byg:strawberrybush, Strawberry Bush
byg:rudostalk, Rudo Stalk
byg:blueberry, Blueberry
byg:strawberry, Strawberry
byg:rudobeans, Rudo Beans
byg:rudobeansroasted, Roasted Rudo Beans
byg:goldenbeetroot, Golden Beetroot
byg:greenapple, Green Apple
byg:cookedcarrot, Cooked Carrot
byg:cookedflesh, Cooked Flesh
byg:cookedspidereye, Cooked Spidereye
byg:cookedpufferfish, Cooked Pufferfish
byg:cookedtropicalfish, Cooked Tropical Fish
byg:glowshroomsoupblue, Blue Glowshroom Soup
byg:glowshroomsouppurple, Purple Glowshroom Soup
byg:blueberrypie, Blueberry Pie
byg:strawberrypie, Strawberry Pie
byg:greenapplepie, Green Apple Pie
byg:pumpkinmash, Pumpkin Mash
byg:pumpkinbread, Pumpkin Bread
byg:cookedpumpkinseeds, Cooked Pumpkin Seeds
byg:carrotsoup, Carrot Soup
byg:tropicalfishsoup, Tropical Fish Soup
byg:spidereyesoup, Spider Eye Soup
byg:glowcelium, Glowcelium
byg:redwoodleaves, Redwood Leaves
byg:redwoodlog, Redwood Log
byg:redwoodplanks, Redwood Planks
byg:byglogo, BYG Logo
byg:cherrybookshelf, Cherry Bookshelf
byg:cikabookshelf, Cika Bookshelf
byg:enchantedbookshelf, Blue Enchanted Bookshelf
byg:greatoakbookshelf, Great Oak Bookshelf
byg:jacarandabookshelf, Jacaranda Bookshelf
byg:mangrovebookshelf, Mangrove Bookshelf
byg:maplebookshelf, Maple Bookshelf
byg:frozenoakbookshelf, Frozen Oak Bookshelf
byg:pinebookshelf, Pine Bookshelf
byg:skyrisbookshelf, Skyris Bookshelf
byg:willowbookshelf, Willow Bookshelf
byg:zelkovabookshelf, Zelkova Bookshelf
byg:redwoodbookshelf, Redwood Bookshelf
byg:poisionivy, Poision Ivy
byg:tamreliteore, Tamrelite Ore
byg:tamrelitegem, Tamrelite Gem
byg:tamrelitesword, Tamrelite Sword
byg:tamrelitepickaxe, Tamrelite 
byg:tamreliteaxe, Tamrelite Axe
byg:tamreliteshovel, Tamrelite Shovel
byg:tamrelitehoe, Tamrlite Hoe
byg:tamrelitearmourhelmet, Tamrelite Helmet
byg:tamrelitearmourbody, Tamrelite Body
byg:tamrelitearmourlegs, Tamrelite Leggings
byg:tamrelitearmourboots, Tamrelite Boots
byg:tamreliteblock, Tamrelite Block
byg:stonespike, Stone Spike
byg:clover, Clover
byg:minicactus, Mini Cactus
byg:crate, Supply Crate
byg:blacksand, Black Sand
byg:pendoriteore, Pendorite Ore
byg:pendoritegem, Pendorite Gem
byg:stonestick, Stone Stick
byg:pendoritesword, Pendorite Sword
byg:pendoritepickaxe, Pendorite Pickaxe
byg:pendoriteaxe, Pendorite Axe
byg:pendoriteshovel, Pendorite Shovel
byg:pendoritehoe, Pendorite Hoe
byg:pendoritearmourhelmet, Pendorite Helmet
byg:pendoritearmourbody, Pendorite Body
byg:pendoritearmourlegs, Pendorite Leggings
byg:pendoritearmourboots, Pendorite Boots
byg:whitecherrysapling, White Cherry Sapling
byg:pinkcherrysapling, Pink Cherry Sapling
byg:cikasapling, Cika Sapling
byg:greatoaksapling, Great Oak Sapling
byg:jacarandasapling, Jacaranda Sapling
byg:mangrovesapling, Mangrove Sapling
byg:redmaplesapling, Red Maple Sapling
byg:silvermaplesapling, Silver Maple Sapling
byg:orangeoaksapling, Orange Oak Sapling
byg:redoaksapling, Red Oak Sapling
byg:orchardsapling, Orchard Sapling
byg:paloverdesapling, Palo Verde Sapling
byg:pinesapling, Pine Sapling
byg:skyrissapling, Skyris Sapling
byg:bluesprucesapling, Blue Spruce Sapling
byg:redsprucesapling, Red Spruce Sapling
byg:orangesprucesapling, Orange Spruce Sapling
byg:yellowsprucesapling, Yellow Spruce Sapling
byg:pinkstellatasapling, Pink Stellata Sapling
byg:whitestellatasapling, White Stellata Sapling
byg:redwoodsapling, Redwood Sapling
byg:zelkovasapling, Zelkova Sapling
byg:pendoriteblock, Pendorite Block
byg:kasaiore, Kasai Ore
byg:kasaiingot, Kasai Ingot
byg:kasaiblock, Kasai Block
byg:obsidianingot, Obsidian Ingot
byg:chainplating, Chain Plating
byg:kasaichainplating, Kasai Chain Plating
byg:netherfurnace, Nether Furnace
byg:netherfurnacelit, Lit Nether Furnace
byg:baobableaves, Baobab Leaves
byg:baobablog, Baobab Log
byg:baobabplanks, Baobab Planks
byg:baobabbookshelf, Baobab Bookshelf
byg:baobabsapling, Baobab Sapling
byg:baobabfruitblock, Baobab Fruit 
byg:baobabfruit, Baobab Fruit
byg:willowsapling, Willow Sapling
byg:amaranth, Amaranth
byg:foxglove, Foxglove
byg:incanlily, Incan Lily
byg:crocus, Crocus
byg:kasaiarmourhelmet, Kasai Helmet
byg:kasaiarmourbody, Kasai Body
byg:kasaiarmourlegs, Kasai Leggings
byg:kasaiarmourboots, Kasai Boots
byg:kasaisword, Kasai Sword
byg:kasaipickaxe, Kasai Pickaxe
byg:kasaishovel, Kasai Shovel
byg:hollyberries, Holly Berries
byg:hollyleaves, Holly Leaves
byg:hollyberryleaves, Holly Berry Leaves
byg:hollylog, Holly Log
byg:hollyplanks, Holly Planks
byg:hollybookshelf, Holly Bookshelf
byg:rainboweucalyptusleaves, Rainbow Eucalyptus
byg:rainboweucalyptuslog, Rainbow Eucalyptus
byg:rainboweucalyptusplanks, Rainbow Eucalyptus Planks
byg:rainboweucalyptusbookshelf, Rainbow Eucalyptus Bookshelf
byg:cherryslab, Cherry Slab
byg:baobabslab, Baoab Slab
byg:cikaslab, Cika Slab
byg:greatoakslab, Great Oak Slab
byg:hollyslab, Holly Slab
byg:jacarandaslab, Jacaranda Slab
byg:mangroveslab, Jacaranda Slab
byg:mapleslab, Maple Slab
byg:pineslab, Pine Slab
byg:rainboweucalyptusslab, Rainbow Eucalyptus Slab
byg:redwoodslab, Redwood Slab
byg:skyrisslab, Skyris Slab
byg:willowslab, Willow Slab
byg:zelkovaslab, Zelkova Slab
byg:rainboweucalyptussapling, Rainbow Eucalyptus Sapling
byg:hollysapling, Holly Sapling
byg:witchhazellog, Witch Hazel Log
byg:witchhazelplanks, Witch Hazel Planks
byg:witchhazelleaves, Witch Hazel Leaves
byg:witchhazelleavesblooming, Blooming Witch Hazel Leaves
byg:witchhazelbookshelf, Witch Hazel Bookshelf
byg:witchhazelsapling, Witch Hazel Sapling
byg:witchhazelslab, Witch Hazel Slab
byg:snowdrops, Snowdrops
byg:wintercyclamen, Winter Cyclamen
byg:rudostage0, Rudo Stage 0
byg:rudostage1, Rudo Stage 1
byg:rudostage2, Rudo Stage 2
byg:rudostage3, Rudo Stage 3
byg:blueberrybushstage0, Blueberry Bush Stage 0
byg:blueberrybushstage1, Blueberry Bush Stage 1
byg:strawberrybushstage0, Strawberry Bush Stage 0
byg:strawberrybushstage1, Strawberry Bush Stage 1
byg:wildstrawberry, Wild Strawberry
byg:wildrudo, Wild Rudo
byg:glowcanepink, Pink Glowcane
byg:glowcanepurple, Purple Glowcane
byg:glowcaneblockpink, Pink Glowcane Block
byg:glowcaneblockpurple, Purple Glowcane Block
byg:glowcanedustpink, Pink Glowcane Dust
byg:glowcanedustpurple, Purple Glowcane Dust
byg:enchantedslab, Blue Enchanted Slab
byg:pendoritebattleaxe, Pendorite Battleaxe
byg:tamrelitebattleaxe, Tamrelite Battleaxe
byg:enchantedstick, Enchanted Stick
byg:lathariumgem, Latharium Gem
byg:lathariumore, Latharium Ore
byg:lathariumarmorhelmet, Latharium  Helmet
byg:lathariumarmorbody, Latharium  Body
byg:lathariumarmorlegs, Latharium  Leggings
byg:lathariumarmorboots, Latharium  Boots
byg:lathariumsword, Latharium Sword
byg:lathariumpickaxe, Latharium Pickaxe
byg:lathariumaxe, Latharium Axe
byg:lathariumshovel, Latharium Shovel
byg:lathariumhoe, Latharium Hoe
byg:lathariumbattleaxe, Latharium Battleaxe
byg:lathariumblock, Latharium Block
byg:blacksandstone, Black Sandstone
byg:blackchiseledsandstone, Chiseled Black Sandstone
byg:blacksmoothsandstone, Smooth Black Sandstone
byg:whitesandstone, White Sandstone
byg:whitechiseledsandstone, Chiseled White Sandstone
byg:whitesmoothsandstone, Smooth White Sandstone
byg:baobabpowder, Baobab Powder
byg:baobabstage0, Stage0 Baobab
byg:baobabastage1, Baobab Stage0
byg:baobabstage2, Baobab Stage2
byg:baobabstage3, BaobabStage3
byg:ebonylog, Ebony Log
byg:ebonyleaves, Ebony Leaves
byg:ebonyplanks, Ebony Planks
byg:rowanlog, Rowan Log
byg:rowanleaves, Rowan leaves
byg:rowanberryleaves, Rowan Berry Leaves
byg:rowanberries, Rowan Berries
byg:hawthornberries, Hawthorn Berries
byg:hawthornlog, Hawthorn Log
byg:hawthornleaves, Hawthorn Leaves
byg:hawthornberryleaves, Hawthorn Berry Leaves
byg:hawthornplanks, Hawthorn Planks
byg:rowanplanks, Rowan Planks
byg:ironwoodlog, Ironwood Log
byg:ironwoodleaves, Ironwood Leaves
byg:ironwoodplanks, Ironwood Planks
byg:redbirchleaves, Red Birch Leaves
byg:orangebirchleaves, Orange Birch Leaves
byg:brownbirchleaves, Brown Birch Leaves
byg:ebonysapling, Ebony Sapling
byg:rowansapling, Rowan Sapling
byg:hawthornsapling, Hawthorn Sapling
byg:ironwoodsapling, Ironwood Sapling
byg:ebonybookshelf, Ebony Bookshelf
byg:rowanbookshelf, Rowan Bookshelf
byg:hawthornbookshelf, Hawthorn Bookshelf
byg:ironwoodbookshelf, Ironwood Bookshelf
byg:ebonyslab, Ebony Slab
byg:rowanslab, Rowan Slab
byg:hawthornslab, Hawthorn Slab
byg:ironwoodslab, Ironwood Slab
byg:sandygrass, Sandy Grass
byg:sandydirt, Sandy Dirt
byg:hardeneddirt, Hardened Dirt
byg:glowcanestalkred, Red Glowcane
byg:glowcanestalkblue, Blue Glowcane
byg:glowcanestalkpink, Pink Glowcane
byg:glowcanestalkpurple, Purple Glowcane
byg:rockystone, Rocky Stone
byg:yellowdaffodil, Yellow Daffodil
byg:pinkdaffodil, Pink Daffodil
byg:peachleatherflower, Peach Leather Flower
byg:violetleatherflower, Violet Leather Flower
byg:whiteanemone, White Anemone
byg:pinkanemone, Pink Anemone
byg:bluesage, Blue Sage
byg:purplesage, Purple Sage
byg:whitesage, White Sage
byg:firlog, Fir Log
byg:firleaves, Fir Leaves
byg:firplanks, Fir Planks
byg:firbookshelf, Fir Bookshelf
byg:firwood, Fir Wood
byg:strippedfirlog, Stripped Fir Log
byg:strippedfirwood, Stripped Fir Wood
byg:structurecheckblock, Structure Check Block
byg:winterscilla, Winter Scilla
byg:redcelosia, Red Celosia
byg:whitecelosia, White Celosia
byg:magentacelosia, Magenta Celosia
byg:yellowcelosia, Yellow Celosia
byg:orangecelosia, Orange Celosia
byg:purplecelosia, Purple Celosia
byg:greenenchantedlog, Green Enchanted Log
byg:greenenchantedplanks, Green Enchanted Planks
byg:firsapling, Fir Sapling
byg:green_enchanted_bookshelf, Green Enchanted Bookshelf
byg:sepinite, Sepinite
byg:sepinite_tile, Sepinite Tile
byg:sepinite_pillars, Sepinite Pillars
byg:sepinite_bricks, Sepinite
byg:soapstone, Soapstone
byg:polished_soapstone, Polished Soapstone
byg:soapstone_tile, Soapstone Tile
byg:soapstone_pillars, Soapstone Pillars
byg:sodalite, Sodalite
byg:polished_sodalite, Polished Sodalite
byg:sodalite_tile, Sodalite Tile
byg:sodalite_bricks, Sodalite Bricks
byg:scoria, Scoria
byg:scoria_bricks, Scoria Bricks
byg:scoria_pillars, Scoria Pillars
byg:cyan_amaranth, Cyan Amaranth
byg:purple_amaranth, Purple Amaranth
byg:short_dead_grass, Short Dead Grass
byg:prairie_grass, Prairie Grass
byg:cracked_sand, Cracked Sand
byg:red_cracked_sand, Red Cracked Sand
byg:cypresslog, Cypress Log
byg:cypressleaves, Cypress Leaves
byg:cypressplanks, Cypress Planks
byg:cypresssapling, Cypress Sapling
byg:orange_amaranth, Orange Amaranth
byg:magenta_amaranth, Magenta Amaranth
byg:allium_bush, Allium Bush
byg:allium_bush2, Allium Bush
byg:allium_bush3, Allium Bush
byg:allium_bush4, Allium Bush
byg:allium_bush5, Allium Bush
byg:allium_bush6, Pink Allium Bush
byg:allium_bush7, Pink Allium Bush
byg:allium_bush8, Pink Allium Bush
byg:prairie_grass2, Prairie Grass
byg:prairie_grass3, Prairie Grass
byg:prairie_grass4, Prairie Grass
byg:prairie_grass5, Prairie Grass
byg:prairie_grass6, Prairie Grass
byg:prairie_grass7, Prairie Grass
byg:prairie_grass8, Prairie Grass
byg:white_skyris_leaves, White Skyris Leaves
byg:silver_apple_white_skyris_leaves, Silver Apple White Skyris Leaves
byg:silver_apple, Silver Apple
byg:blueglowshroom, Blue Glowshroom
byg:purple_glowshroom, Purple Glowshroom
byg:green_glowshroom, Green Glowshroom
byg:blanket_weed, Blanket Weed
byg:medium_blue_glowshroom, Medium Blue Glowshroom
byg:medium_purple_glowshroom, Medium Purple Glowshroom
byg:medium_green_glowshroom, Medium green Glowshroom
byg:small_blue_glowshroom, Small Blue Glowshroom
byg:small_purple_glowshroom, Small Purple Glowshroom
byg:small_green_glowshroom, Small Green Glowshroom
byg:blueglowshroomitem, Blue Glowshroom
byg:purpleglowshroomitem, Purple Glowshroom
byg:greenglowshroomitem, Green Glowshroom
byg:green_glowshroom_stew, Green Glowshroom Soup
byg:structure_check_block_disabled, Structure Check Block
byg:light_blue_sand, Light Blue Sand
byg:pink_sand, Pink Sand
byg:purple_sand, Purple Sand
byg:light_blue_sandstone, Light Blue Sandstone
byg:light_blue_chiseled_sandstone, Chiseled Light Blue Sandstone
byg:light_blue_smooth_sandstone, Smooth Light Blue Sandstone
byg:pink_sandstone, Pink Sandstone
byg:pink_chiseled_sandstone, Chiseled Pink Sandstone
byg:pink_smooth_sandstone, Smooth Pink Sandstone
byg:purple_sandstone, Purple Sandstone
byg:purple_chiseled_sandstone, Chiseled Purple Sandstone
byg:purple_smooth_sandstone, Smooth Purple Sandstone
byg:mahogany_leaves, Mahogany Leaves
byg:mahogany_log, Mahogany Log
byg:mahogany_planks, Mahogany Planks
byg:mahogany_bookshelf, Mahogany Bookshelf
byg:mahogany_sapling, Mahogany Sapling
byg:palm_leaves, Palm Leaves
byg:palm_log, Palm Log
byg:palm_planks, Palm Planks
byg:palm_bookshelf, Palm Bookshelf
byg:palm_sapling, Palm Sapling
byg:aspen_leaves, Aspen Leaves
byg:aspen_log, Aspen Log
byg:aspen_planks, Aspen Planks
byg:aspen_bookshelf, Aspen Bookshelf
byg:aspen_sapling, Aspen Sapling
byg:hawthorn_leaves_flowering, Flowering Hawthorn Leaves
byg:rockystone2, Rocky Stone
byg:yellow_birch_sapling, Yellow Birch Sapling
byg:rocky_grass, Rocky Grass
byg:aspen_wood, Aspen Wood
byg:stripped_aspen_log, Stripped Aspen Log
byg:stripped_aspen_wood, Stripped Aspen Wood
byg:cika_wood, Cika Wood
byg:stripped_cika_log, Stripped Cika Log
byg:stripped_cika_wood, Stripped Cika Wood
byg:cherry_wood, Cherry Wood
byg:stripped_cherry_log, Stripped Cherry Log
